"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","ZT0","ZT04","ZT08","ZT12","ZT16","ZT20"
"Itm2b",0.000483217995541962,0.0309070760117347,24,8.9027858566974,563.3925456245,69.6363179815048,0.123601773793999,510.7633729245,607.8682647255,630.996369793,603.5800259685,525.37837071,501.7688696255
"Rhbdd2",0.000488323838037541,0.0310193160145293,24,9.34804656113127,453.691519043667,95.5908755062316,0.210695751394531,372.5013441075,478.9900245915,552.7557881135,522.1492791305,413.73459216,382.018086159
"Klhl8",0.000488490430622379,0.0310193160145293,24,3.68401469190059e-05,420.43113305225,112.650980901144,0.267941577216986,476.845502613,434.4290711415,333.564612304,318.648677378,428.410455903,530.688478974
"Deb1",0.000489036593534276,0.0310193160145293,24,7.9642803127315,86.3109185553334,13.0896503022912,0.151656945857893,80.1603747345,92.764982424,100.723392853,92.0415139995,76.8850016835,75.2902456375
"Senp8",0.000490024616816798,0.0310193160145293,24,20.9999631598531,123.148835765833,30.0733267436646,0.244203094220467,149.876969559,120.324507006,94.9016883625,101.16966616,125.1585872655,147.461596242
"Nuf2",0.000493924661762568,0.031185819068253,24,15.9419150080938,15.0344088023333,2.98378247341115,0.198463571972851,13.5009561705,12.479882337,14.4247698425,15.066949515,19.2700897665,15.4638051825
"Lhpp",0.000501250114765095,0.0315671899198603,24,4.01344931513652,1344.99390415408,173.69825447799,0.129144268937959,1544.8170877095,1566.906408159,1446.800836258,1308.905616506,1041.2787505095,1161.2547257825
"Sbds",0.000507410092879246,0.0318733997217574,24,9.15873460903902,263.861441367667,40.0482538899252,0.151777590853533,229.6941550065,285.125359551,301.4472489115,289.4660668145,248.0945360775,229.341281845
"Cib2",0.000514596599484829,0.0322423649998645,24,19.9999631598531,97.1572156799167,19.5932110642674,0.201665011982404,100.0873453905,84.7113239685,79.332851823,83.3943100115,112.026303621,123.391159265
"n/a_29",0.000518952651631488,0.0324027495643011,24,8.75107038957825,441.652823812417,62.6776311632656,0.141916065705688,403.277194368,485.481450228,496.635441733,485.251937984,399.0230700675,380.247848494
"Ola1",0.000521261409661244,0.0324027495643011,24,19.9484952990633,869.019931464583,163.405699354069,0.188034466687866,804.2420687445,696.051723765,657.6974144,822.996843547,1118.1007948635,1115.0307434675
"Ttc6",0.000522352575802465,0.0324027495643011,24,20.9999631598531,334.159096619667,55.3745830972582,0.165713229588613,389.2329782445,318.6988342065,285.761290022,300.3395939995,328.221276546,382.7006066995
"9330151L19Rik",0.000524139011154445,0.0324027495643011,24,7.33300954330666,124.27535258775,12.8271110734649,0.10321524587434,121.1780271765,135.1633795215,136.928338086,128.1904757265,107.88847959,116.303415426
"Map3k11",0.000532134543331564,0.0324027495643011,24,10.1726269215869,757.135486206583,98.9579639818952,0.130700470107004,702.314371827,768.973885368,849.3947476385,851.782848296,714.6230629215,655.7240011885
"Rps11",0.000532186246501865,0.0324027495643011,24,9.18493028754099,77.2457752941667,14.0029752960959,0.181278202500653,67.4988568005,83.714068887,91.079853911,86.3091616515,71.6036972865,63.2690132285
"Zfp454",0.000533000043649978,0.0324027495643011,24,20.9999631598531,95.5590758643333,44.9511641880762,0.470401830297042,108.6143453745,71.8973812005,54.2691013805,58.3042348865,126.0041693985,154.2652229455
"Slc25a30",0.000535206861397741,0.0324027495643011,24,8.40872675103518,610.815782277833,81.6947874785759,0.133747014810132,588.038928867,651.512507109,697.1206088885,669.964908881,530.219822178,528.0379177435
"Net1",0.00053606475684187,0.0324027495643011,24,7.96796211375498,246.311937709417,33.0256266471864,0.134080495465664,237.345409617,262.855751223,284.5564400485,261.003678162,219.865645047,212.244702159
"Psmc1",0.000536737594473702,0.0324027495643011,24,9.00523579135681,304.541313732667,44.8469465123932,0.147260632597654,269.730776241,327.8578170795,352.0251674335,328.250705792,283.7618524065,265.6215634435
"Psmd3",0.000537526868552574,0.0324027495643011,24,8.98615462851211,559.033373329,73.7011906013696,0.131836835004116,487.337437764,583.1168182485,651.238301606,580.720945264,543.626630247,508.1601068445
"Ddah1",0.000537710754756393,0.0324027495643011,24,20.9999631598531,1469.85191650283,644.030095929067,0.438159850457171,1976.8461595155,1459.109013657,843.4985339945,963.3063280815,1567.817836896,2008.5336268725
"Creg1",0.000538264802827038,0.0324027495643011,24,9.19878807149459,372.624928882667,48.4167251207969,0.129934208282781,340.0536856635,389.3298029595,427.5654653925,404.824123406,341.0447423655,332.931753509
"Etl4",0.000552761242536115,0.0331328156136967,24,19.9999628605027,2327.01294580658,393.053888087988,0.168909197001373,2549.797752096,2088.778401255,1896.2929782955,2196.42567178,2593.5519373965,2637.2309340165
"Mfsd6",0.00055605606176079,0.0331328156136967,24,23.0000368401469,410.902820739583,82.8763090605262,0.201693210358978,466.1760487665,413.634193458,340.158820894,336.3419616965,417.7630505955,491.342849027
"Glul",0.000557745356075667,0.0331328156136967,24,10.3799326966314,299.702065279833,55.5569561917759,0.185373951760733,252.621934155,330.281710323,341.347919523,344.0824490925,290.7288612735,239.149517312
"Sgsm2",0.000558486448600237,0.0331328156136967,24,20.9999631598531,783.12615401325,225.059054553776,0.287385440264543,879.440895357,696.238305168,513.3438024495,639.3724126995,966.7870059045,1003.574502501
"Serinc2",0.00056341852535613,0.0333448732560769,24,21.9999631598531,255.597859545,143.124133827458,0.559958264448065,423.760798731,334.777763481,118.5353308545,137.431257921,191.079345798,328.0026604845
"Brap",0.000566145741243695,0.0334257344968423,24,9.31836503830914,710.085311886917,104.084057826436,0.146579651886971,648.1315027995,756.810390564,815.4464331105,783.798049125,654.6229139445,601.702581778
"Kif3a",0.000568695215882431,0.0334957390822263,24,23.0000368401469,218.706343465917,52.7461896212047,0.241173569935454,251.2814671545,212.366317926,178.565353449,164.303072762,234.093466167,271.628383337
"Ccdc171",0.000571211404766347,0.0335382234721908,24,3.68401469190059e-05,1255.36824702933,195.320433246868,0.155588158063635,1538.25006453,1252.28988498,1144.504646943,1119.932430551,1112.841159975,1364.391295197
"n/a_342",0.000572147536128331,0.0335382234721908,24,9.01245328199907,609.832088728583,84.094397575269,0.137897626460743,548.8398388065,649.987652034,705.9984083525,652.2716245625,563.102996988,538.792011628
"n/a_212",0.000577149652663089,0.0337508871882337,24,9.01107189463051,1186.67708439608,145.409855950672,0.122535319728259,1072.9751858595,1258.253710623,1346.2734207945,1261.3939722385,1115.0955316065,1066.0706852545
"Ralgps2",0.000581988386816557,0.0338485985067724,24,20.9999631598531,1517.72657108758,178.216934277149,0.117423610861238,1620.4946182965,1508.5675707075,1280.779727064,1438.9658404335,1565.1625096095,1692.3891604145
"2310011J03Rik",0.000586535107839348,0.0338485985067724,24,9.08069404371784,133.11228356725,17.5331796456329,0.131717217793615,121.5945935625,134.382263112,157.02164486,140.670991089,126.7815040815,118.2227046985
"Dazap1",0.000586657963965176,0.0338485985067724,24,9.13969325564296,1051.69790020992,141.113142363727,0.134176499102605,938.843658003,1092.171666996,1210.820222591,1135.0532943875,990.614637747,942.683921535
"Stk16",0.0005880347788495,0.0338485985067724,24,8.05331880536803,201.481588179667,30.1768214819825,0.149774586127805,191.3471141115,215.38068228,233.498823302,217.9036443735,182.7653094885,167.9939555225
"Acmsd",0.000588281511777811,0.0338485985067724,24,16.2726028927376,302.403263906417,99.4347475835309,0.328815060720715,257.541429636,197.8203715185,270.7059748145,300.8815284125,436.8473376225,350.6229414345
"Gpsm2",0.000588467552721461,0.0338485985067724,24,20.9999631598531,490.415903812167,119.917371128321,0.244521782829968,521.1049183005,440.319310929,361.0380626935,405.640560985,568.530350928,645.862219037
"Zbtb43",0.000590167918428586,0.0338670893563656,24,9.07765391323599,565.923185485584,77.2932569626973,0.136579060453897,519.080945478,594.8636766585,657.877542128,608.8267589205,519.657213384,495.2329763445
"Gm19619",0.000596644723412809,0.033882913683829,24,9.06924373271262,177.447233008917,79.8391883194914,0.449931999308659,164.1168579465,210.878840595,274.1606908715,223.243057034,126.0055343475,66.278417259
"Cdk16",0.000597698718738493,0.033882913683829,24,8.94943544001885,268.278601679417,50.3882975715004,0.187820785020017,229.620396495,295.449643695,323.4503618605,292.1299015735,244.4061196185,224.615186834
"Amd2Amd1",0.000597962433548149,0.033882913683829,24,9.16790947499576,271.131025461833,40.1901110017254,0.148231324442738,244.8239253465,295.2285788115,308.6765453865,297.7649029895,251.905967622,228.386232615
"n/a_25",0.000597962433548149,0.033882913683829,24,9.16790947499576,271.131025461833,40.1901110017254,0.148231324442738,244.8239253465,295.2285788115,308.6765453865,297.7649029895,251.905967622,228.386232615
"Hnrnpul1",0.000599936429469206,0.033882913683829,24,7.61847426371151,434.0412160875,49.6102233304701,0.114298415661219,403.1841380505,466.8520231605,480.2108018515,451.1053048175,407.1390190965,395.7560095485
"Rhbdf2",0.000601215552700429,0.033882913683829,24,9.38161777259633,1522.42229601983,186.299446194954,0.122370413703221,1400.153909169,1585.957397832,1714.856101804,1659.121564817,1428.686157402,1345.758645095
"Stard5",0.000601233316556038,0.033882913683829,24,9.42545152956388,340.18735835625,41.4046324814578,0.121711261351746,319.495559964,350.260125801,386.372103045,372.625774311,313.0030190235,299.367567993
"1700010I14Rik",0.000601480003507571,0.033882913683829,24,21.9999631598531,128.712937823917,91.45993646042,0.710572985176828,287.9777261865,113.539292946,63.734734696,69.9953349145,74.4519914085,162.578546792
"Cldn3",0.000603085727223451,0.0338956259641537,24,8.99449729408495,101.491979868917,20.5393855217952,0.202374468882399,84.656998365,106.309917171,130.8949048615,105.946058818,94.7316268635,86.4123731345
"Son",0.000605096389681981,0.033930987276208,24,9.1613254530481,575.6777545685,63.3364166267312,0.110020608099066,536.515204695,610.468886949,639.7323088395,617.7331869725,537.3780935805,512.2388463745
"Adrb2",0.000606608149790411,0.0339382750956772,24,10.2469057399754,66.0736646171667,17.9988990971745,0.272406551104147,51.076011876,69.3801972555,81.021942541,81.9855596575,63.4959379515,49.4823384215
"n/a_645",0.000612023482980617,0.0341059971003493,24,9.241652146966,246.454773499917,37.7772776749131,0.153282799673287,219.972679395,257.2917513915,287.0517596565,271.812683147,230.003415351,212.5963520585
"Tef",0.000612397664670361,0.0341059971003493,24,10.8541829502109,627.733277401417,198.778809469103,0.316661258252827,398.116922682,530.6879254305,816.22347973,814.918466049,654.5287324635,551.9241380535
"Fn3krp",0.000613972930103679,0.0341059971003493,24,20.9999631598531,136.471007959417,25.726299815146,0.188511099901866,149.454479121,124.366546026,114.2112822125,122.3290789785,132.4630778865,176.001583532
"Pomt1",0.000615160486765798,0.0341059971003493,24,20.9999631598531,439.18941221325,85.3872715198645,0.194420150270846,467.240016702,409.737601518,350.793258974,364.448910617,512.6449915245,530.271693944
"Proc",0.000618278985500376,0.0341500616758816,24,7.80652020573113,431.175586684917,50.686696710754,0.117554653547195,411.1411305735,461.777383263,488.1877660415,446.6608656065,395.3605876395,383.9257869855
"Dtx4",0.000618818743295058,0.0341500616758816,24,23.0000368401469,746.618003444833,338.806322863517,0.45378804328357,931.8312110025,844.6206867975,425.0791325075,413.8127534555,816.301224417,1048.063012489
"Mettl4",0.000620126522024478,0.0341500616758816,24,20.9999631598531,158.170456557583,23.773593254438,0.150303626681276,178.6915202295,145.852143681,135.7549908015,145.884895309,161.6851352175,181.154054107
"Erich1",0.000622972790145004,0.0341626952093805,24,3.68401469190059e-05,850.7510338445,104.675940063353,0.123039450907662,921.97271937,847.6112824095,784.8808425385,751.8777391555,849.4520989065,948.711520687
"Atp2a2",0.000623137797882922,0.0341626952093805,24,9.4001096803293,992.581608766084,107.990615773882,0.108797719824901,908.764127358,1046.8747953555,1101.813628747,1071.4648265935,921.782627763,904.7896467795
"Fkbp8",0.000630833307832646,0.0343319444930254,24,8.97626746196559,360.6009744325,60.8797001522792,0.168828440489074,323.722752819,396.4844232465,425.383147207,394.964006192,322.7336951745,300.317821956
"Ivns1abp",0.000630866904083094,0.0343319444930254,24,7.99849329695681,372.69180422325,47.0847525016442,0.126336967886312,352.5313794375,394.628402004,426.761458604,394.5054090405,331.2403589685,336.483817285
"Tmem180",0.000631816249780037,0.0343319444930254,24,23.0000368401469,166.66309537375,55.8305263790405,0.334990336365936,213.737557359,159.2183175,123.559793178,120.3537726625,162.4979585745,220.6111729685
"Ccnjl",0.0006412253043101,0.03444972457096,24,1.00003684014692,114.5773001785,42.867382025987,0.374135033372264,153.4663204935,149.288932956,89.4110570575,73.577629408,97.340885235,124.378975921
"Ap2m1",0.000644559290311708,0.03444972457096,24,10.1193862343853,371.323735417,46.3214293851968,0.124746750522633,338.607170004,397.1878899045,413.1339309285,410.3254091985,345.0242323125,323.663780154
"Ube2u",0.00064722222387581,0.03444972457096,24,21.9999631598531,311.14421722025,119.480367214515,0.384003174739828,471.4616669175,312.3577818615,207.865310771,219.9763016215,284.932462077,370.271780073
"March5",0.000649199820684898,0.03444972457096,24,8.90462131121884,337.699836306917,39.9108220145613,0.118184309625453,321.0880669965,361.3281486105,382.174163476,356.133660076,318.6968773695,286.778101313
"Smagp",0.000652978231387435,0.03444972457096,24,3.68401469190059e-05,479.210982470333,223.157187782127,0.465676280271691,586.9778336835,549.674874354,317.0903979705,239.8442653435,517.7159241,663.9625993705
"Fmnl2",0.00065313645596965,0.03444972457096,24,20.9999631598531,1499.89007864725,338.259301528831,0.225522727528078,1772.114841759,1361.211139113,1156.080508026,1284.6202358175,1657.3957783215,1767.9179688465
"Fah",0.000656043105840665,0.03444972457096,24,9.03565859550175,636.454443795667,77.7178486116401,0.122110622950716,598.095762651,672.445873713,731.1544447605,678.610977605,578.121802281,560.2978017635
"Coq10b",0.000660851352662251,0.03444972457096,24,7.64904237905608,416.348262065667,72.0001380909188,0.172932481412791,384.054374442,467.3294987235,491.5614049575,439.5924922875,346.868440542,368.6833614415
"Tmem29",0.000661262632722592,0.03444972457096,24,20.9999631598531,429.5832413565,71.3574669892196,0.16610859111704,489.2620488045,410.8959446295,370.1817078635,372.479180281,441.537110076,493.1434564845
"Lcorl",0.000661654558960834,0.03444972457096,24,18.9999773303869,1162.5796096455,123.585520391846,0.106302845298939,1183.088981949,1041.7126532835,1067.9756719475,1113.3953837665,1288.8213381645,1280.483628762
"Srsf4",0.00066174549032616,0.03444972457096,24,9.21043372042642,642.326932894917,77.0846271649612,0.120008399488321,591.590828427,677.7641776035,722.179816811,694.050916482,599.140553847,569.235304199
"Depdc5",0.000661884264700152,0.03444972457096,24,20.9999631598531,1174.1114564875,152.76305044929,0.130109496509215,1250.61954462,1085.7822148515,1025.1585446785,1065.9435904755,1276.975854531,1340.1889897685
"Pdgfc",0.000662175294777856,0.03444972457096,24,20.9999631598531,472.22981467,270.366789243327,0.572532230800087,729.6155137515,481.6955145705,223.9746288115,254.8056567435,478.9913067765,664.2962673665
"Rnf39",0.000662612470828994,0.03444972457096,24,8.97680402118192,235.259283172167,38.9885642255774,0.165725933106091,209.748267957,255.231475848,280.410297033,253.806260443,213.1677008085,199.1916969435
"AU041133",0.00066491862732232,0.03444972457096,24,3.68401469190059e-05,212.212602145667,26.0274743560566,0.122648108985492,232.3024747335,211.5950539395,199.077575171,191.474012318,200.825036388,238.001460324
"LOC100503496",0.000666532859135094,0.03444972457096,24,1.00003684014692,205.96694236775,51.9957649321759,0.252447137071824,254.1781340505,237.742718994,194.3638921685,168.829583803,151.770021276,228.9173039145
"4930542D17Rik",0.000670057635110521,0.03444972457096,24,7.96902218531769,21.612908808,3.32862926684557,0.154011165105804,20.4536026905,22.595848284,26.259613693,22.272574417,19.6785488685,18.417264895
"Synpo",0.00067132877675713,0.03444972457096,24,9.42558568833915,491.837245283167,91.1051305581945,0.185234305518571,441.0463966875,478.3769543715,593.6541224845,563.9742781885,471.848049813,402.123670154
"Pign",0.000671387869486617,0.03444972457096,24,3.68401469190059e-05,1032.03980456575,152.095610642464,0.147373783423461,1139.652757992,1037.862121878,929.040699201,887.0181516795,1034.372994672,1164.292101972
"Ube2i",0.000672844306358611,0.03444972457096,24,9.69677137104093,460.81578167,57.5453939287716,0.12487722039429,430.60299819,475.041276273,521.723930243,510.1109465535,423.52123122,403.8943075405
"Atp6v0e",0.000673015090277285,0.03444972457096,24,9.07193350502867,699.673273139667,92.6479034491259,0.132415953282571,629.86965345,729.3305476815,803.625118503,746.6556277525,674.255054547,614.303636904
"Zpr1",0.000674810747483323,0.03444972457096,24,9.78554215927377,254.370410813,26.8848912818069,0.105691897087713,247.568295405,267.33992001,282.932675127,277.414855831,230.6208813255,220.3458371795
"Eya4",0.00067819681198078,0.03444972457096,24,15.7363019930353,111.275276184083,35.0755365488742,0.315214104621484,101.0242383465,92.340525555,100.331536391,121.5842355185,147.648576633,104.7225446605
"Csrp2",0.000678477504229225,0.03444972457096,24,11.6938437920725,454.295088884,70.3574561344499,0.154871707522277,409.2547337325,437.2823474655,502.6553457145,536.993369273,437.36516232,402.2195747985
"AU022252",0.000680004447583205,0.03444972457096,24,9.89326326256811,219.513061266583,24.2597651650122,0.110516271902155,199.867808631,220.804161243,241.214582623,240.0952822245,217.6471014405,197.4494314375
"2310043O21Rik",0.00068040391670865,0.03444972457096,24,9.11748531040371,113.453035358917,42.1280547579326,0.371325937861932,99.830525544,118.5058635075,173.570171713,136.938566606,80.1117260295,71.7613587535
"Hnrnpk",0.000680715704425849,0.03444972457096,24,9.01172912024594,230.574259352833,38.8461590458358,0.168475696961437,194.7218763885,250.9211417775,269.343414762,251.5599869205,216.0351042165,200.864032052
"Prr7",0.00068272823551252,0.03444972457096,24,7.47254789188545,91.4771197025,23.4210627501896,0.256031921712873,80.2893567765,109.4097517515,115.5310324345,95.4255706695,75.2320559895,72.9749505935
"Rab14",0.000683075439357417,0.03444972457096,24,10.4357053861269,345.273274657333,44.3770180755206,0.128527231421438,325.7192153085,362.8706765835,384.0411598205,391.012258296,313.4223977175,294.573940218
"Lrrc58",0.000688779530956696,0.0345151997125928,24,9.94590250513134,422.323119497417,46.9538360918131,0.1111798855523,396.678822414,434.858454222,469.866849228,464.921841151,391.904382186,375.7083677835
"Phkb",0.000690022722032557,0.0345151997125928,24,20.9999631598531,1709.607622333,176.567311652151,0.10327943637219,1778.3345044305,1605.792090861,1518.584723879,1609.0411661945,1816.683052587,1929.210196046
"Ccne2",0.000690720698983016,0.0345151997125928,24,16.9865956068568,74.3403011650833,20.6095680496199,0.27723277585133,56.5332246705,48.90952758,64.40586779,81.9046230915,107.892574437,86.3959894215
"Atf3",0.000691739611403452,0.0345151997125928,24,7.9205623509906,450.52664747025,98.9070608075522,0.219536538766186,417.045292839,497.5948206015,572.4797543915,480.748913228,380.934679239,354.3564245225
"Ell",0.000692585668971568,0.0345151997125928,24,9.86729877765413,2021.64692643842,217.439405736006,0.107555579014519,1886.702733825,2098.0069060875,2231.643411486,2204.6788008165,1909.516212612,1799.3334938035
"n/a_254",0.000693357218254143,0.0345151997125928,24,20.9999631598531,667.751286882417,102.68553014745,0.153778108952611,688.567681089,631.052552172,565.6558436215,582.0933309265,732.474978222,806.6633352635
"Slc38a4",0.000695404679946332,0.0345151997125928,24,8.66187577681199,1044.87973668167,152.978996775205,0.146408233794481,990.777261684,1090.652907765,1202.937864785,1168.8949963515,932.696367801,883.3190217035
"Ptprk",0.000696405254332899,0.0345151997125928,24,20.9999631598531,3498.22311347883,473.905245842027,0.13547027461343,3741.9577324905,3286.2067577475,2973.8106215455,3222.7578381555,3754.5714758745,4010.0342550595
"Mfsd7a",0.000698466936636888,0.0345151997125928,24,19.9999631598531,101.37827461525,23.546735891624,0.232266094298688,108.0940188045,82.523274243,80.7719464965,90.158887392,109.95807408,136.7634466755
"Adck5",0.000700225902932394,0.0345151997125928,24,21.9999631598531,427.29351031425,102.239779916307,0.239272952779262,526.0303378335,451.148595957,308.6720028665,352.9232196805,435.253254411,489.733651137
"Map1lc3a",0.000700426368015927,0.0345151997125928,24,9.00311071358843,150.352879178417,20.9278624171661,0.1391916305928,133.937762655,160.0602730785,172.7076037495,160.207001364,144.6322241085,130.572410115
"Trim25",0.000701237109913433,0.0345151997125928,24,9.05149239102181,710.878231449583,78.6943122296978,0.110700129428958,658.7894899545,748.824529437,797.6637756965,755.630113964,665.673318558,638.6881610875
"Nckap5",0.000705203556633283,0.0345718653781837,24,21.9999631598531,593.61911520875,288.846523586528,0.486585617252156,1102.0461506475,554.4568954605,382.665168842,393.9071596105,453.520623234,675.118693458
"Txnrd1",0.000710992966224122,0.0346356763028279,24,7.92405750366142,1057.32438237767,139.13829274319,0.131594707416376,969.0590604315,1122.906643962,1210.7548967945,1105.5012304215,977.9795348895,957.744927767
"Pnkd",0.000711209012661973,0.0346356763028279,24,20.9999631598531,1236.34895138017,267.763445868774,0.216575947728886,1297.7763900285,1136.5054597185,952.6810079975,1017.7141249925,1448.645716089,1564.771009455
"A930001C03Rik",0.000711905709758542,0.0346356763028279,24,21.9999631598531,240.933911427333,50.1878920851386,0.208305637790118,290.024632392,259.173266007,190.5263063725,191.4130260775,248.695622664,265.770615051
"Micalcl",0.000712517140721847,0.0346356763028279,24,3.68401469190059e-05,228.4060764035,88.3372439824799,0.386755227240208,325.519526055,270.725722539,159.751209168,139.8968548565,214.567961262,259.9751845405
"Dnmt1",0.000713556134083748,0.0346356763028279,24,20.9999631598531,750.059389173417,148.282200499706,0.197693946159539,768.0254307435,720.421879644,557.491987082,642.8713699315,888.7163801115,922.829287528
"Ankmy2",0.000715783506131107,0.0346752636964223,24,20.9999631598531,392.286545341917,58.9137973941526,0.150180520065513,411.2960972985,376.827321513,337.379682134,339.245070194,423.20558865,465.765512262
"Mcfd2",0.000717310252636438,0.0346808210925267,24,7.72191035218092,380.1650945255,53.1318700054003,0.139759990516006,345.137326086,412.958252121,430.1058169325,400.006694833,353.1797648625,339.602712318
"Whamm",0.00071881814705077,0.0346821993971822,24,9.9447519933963,672.587151926583,70.8764732565669,0.105378868825468,633.134731491,707.5010371725,741.7033614965,732.7382045275,624.1468153785,596.2987614935
"Dusp3",0.000722117748804596,0.0346821993971822,24,9.09181241531128,501.4534432615,54.7579767147306,0.109198525706753,465.628593276,529.672997451,552.9179423955,534.55706511,487.0390083555,438.905052981
"Myl12a",0.000723929284077607,0.0346821993971822,24,9.30086676117605,196.45661249125,23.0176043922787,0.11716380579098,184.0268192715,202.486195497,221.913975496,212.968914543,184.0043362845,173.3394338555
"Zfp449",0.00072621173487597,0.0346821993971822,24,3.68401469190059e-05,36.6317671426667,8.36408512070338,0.228328736861874,44.0006887785,35.716326162,31.601619959,27.4336995795,38.145369921,42.892898456
"Gstt3",0.000728896739023766,0.0346821993971822,24,19.9999631598531,162.358439745417,24.3976891476117,0.150270532199423,170.4284083815,149.489430678,139.5475446655,146.5359237965,177.317311638,190.832019313
"Endog",0.000729449887231115,0.0346821993971822,24,9.42582296579747,128.914580922083,15.5565405391878,0.120673242917264,116.718473508,133.110924453,144.0202183465,140.233479527,124.7337487755,114.6706409225
"Slc39a1",0.00073040623134446,0.0346821993971822,24,9.9925740758747,162.3697647755,18.9216274708656,0.11653418046782,153.398486034,162.564710337,181.051686334,180.2649957265,154.566447336,142.3722628855
"Traf3",0.000732095676027611,0.0346821993971822,24,20.9999631598531,1202.93228280325,261.585601519147,0.217456630983052,1261.806833697,1083.521441586,921.135727112,1014.977430683,1391.3421822195,1544.810081522
"Slc38a9",0.000732871686296876,0.0346821993971822,24,19.9999631598531,788.736935677667,108.070418695993,0.137017063367447,824.3870607705,724.188972771,689.303478562,721.4012788,856.630844544,916.5099786185
"n/a_30",0.000736365117442461,0.03471374980711,24,19.9999631598531,162.428554372,24.414577223345,0.150309638091279,170.4284083815,149.733094671,139.5475446655,146.5359237965,177.317311638,191.0090430795
"Cox4i1",0.000742457549088971,0.0347356971963144,24,9.14364102812515,221.3963701895,38.3572292244077,0.173251391572394,197.0930554875,237.787917213,264.384278235,245.9331926875,195.501418572,187.678358942
"Tep1",0.000742869775866906,0.0347356971963144,24,20.9999631598531,615.738881871083,101.045408602053,0.164104316906218,721.843311078,602.9300818005,519.656512306,557.906436434,596.454688656,695.642260952
"Treh",0.000745186465923142,0.0347356971963144,24,10.1303433865086,53.0808994559167,29.4251876379994,0.554346063077488,36.5884818585,60.397081047,77.553697241,77.6865792125,49.447094826,16.8124625505
"Adrm1",0.000746661689231987,0.0347356971963144,24,9.34467348693259,231.711136387167,40.9068372018035,0.176542387386388,206.208216501,235.936822182,279.1648593305,262.4734147565,208.885022508,197.598483045
"Atp7b",0.000748206821375774,0.0347356971963144,24,20.9999631598531,1220.95143281325,132.089765258002,0.108185929192652,1268.6914672095,1160.08698603,1102.0905849605,1119.246172636,1275.5851487205,1400.008237323
"Ociad1",0.000749669652779228,0.0347356971963144,24,8.88912520479273,359.637609985417,41.2762080478392,0.114771667094309,330.3992816865,385.3486031085,402.0580619345,381.2037848755,337.516194615,321.2997336925
"C030037D09Rik",0.000751263511358236,0.0347356971963144,24,3.68401469190059e-05,144.852809604583,44.2971595014433,0.305808079403947,175.849314039,150.1074271095,117.037675006,95.4009491205,152.082933948,178.6385584045
"Echdc3",0.000751268937391525,0.0347356971963144,24,20.9999631598531,396.573604918917,105.245154104222,0.265386180015032,478.385837415,396.524695254,284.473042489,334.719694417,385.512356199,499.8260037395
"Pex19",0.000752387561924972,0.0347356971963144,24,9.58861414756208,274.95678391,40.5650008798971,0.147532278720481,241.951336071,286.768136385,312.6762854645,305.7482000835,264.926155773,237.670589683
"Fads1",0.000760154809156921,0.0350064735329708,24,9.27212973069079,536.540915776167,72.0130534229163,0.134217263409895,483.7673846355,540.76361937,619.758346517,586.22690228,508.694335182,480.0349066725
"Nek8",0.000763428237449792,0.0350064735329708,24,9.5054579403736,237.350708013,41.9008759134455,0.176535710654592,231.2255144565,261.303370827,269.9177193705,276.9820154925,213.826115253,170.8495126785
"Skp1a",0.000769637194444339,0.0350064735329708,24,7.50848572999533,219.69598454,30.1925912934819,0.137428962831065,203.358942021,240.8150282535,246.0994066305,231.873846656,201.8495965155,194.1790871635
"Fkbp3",0.000770682985347104,0.0350064735329708,24,19.9999631598531,123.190131965,16.156806788141,0.131153417326733,121.25770974,115.5091720515,105.8514482835,111.014504272,139.176036564,146.331920879
"Safb2",0.000770742974260608,0.0350064735329708,24,10.387738751276,752.176250340417,98.2336913235051,0.130599299404956,688.34010009,793.4532802155,836.096071047,845.9730953415,698.564683062,650.6302722865
"Hp1bp3",0.000771715683965835,0.0350064735329708,24,9.09094182281743,686.044447627834,69.0088386890825,0.100589457326996,622.48859244,718.3361107275,757.006450647,726.80874962,653.8237400775,637.803042255
"Cisd1",0.000772505543539359,0.0350064735329708,24,9.92737615774696,425.793674619083,43.8937493649805,0.103086898611747,397.990050567,432.928847124,470.4276245935,466.1405608645,400.449264552,386.8257000135
"Phf21b",0.000775007267931338,0.0350551629975352,24,19.9999631598531,467.776478613667,98.1361558332983,0.209792839785662,415.946924829,396.1129850715,343.235209732,411.567615197,607.718194989,632.0779418635
"Klhdc3",0.00077865808537747,0.035091048137534,24,10.3209555246732,268.845723729333,30.8189954823528,0.114634501359525,241.5959172675,271.5676781175,294.3396173065,297.404792034,264.912506283,243.2538313675
"Pabpn1",0.000783291663543739,0.0352131478860268,24,9.43236856294896,187.128702535083,27.2610149674552,0.145680564222072,171.4875965025,197.884104951,215.0968293475,207.561443723,171.7764972555,158.965743431
"Gm10037",0.000784234839528386,0.0352131478860268,24,20.9999631598531,37.425980884,10.2937956227859,0.275044110525546,42.909973335,36.050386593,25.1898595155,31.785459082,39.9554544255,48.664752353
"Zfp932",0.00078904474096575,0.0353506571412231,24,20.9999631598531,92.4441755056667,21.2069548484227,0.229402823189469,97.9303735365,81.5613649575,69.9032637165,80.7633039845,100.200098949,124.30664789
