"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","GSM1321185","GSM1321186","GSM1321187","GSM1321188","GSM1321189","GSM1321190","GSM1321191","GSM1321192","GSM1321193","GSM1321194","GSM1321195","GSM1321196"
"Dbi",3.00266145281114e-10,8.69639759987082e-08,24,22.6175877470666,8153.79166666667,1082.43239816316,0.132752030271785,8890.7,8568.9,8431.6,8061.8,7466.3,6660.8,6469.3,7726.4,8198.7,8496.1,8651.2,9196
"Dapk1",3.00837244004981e-10,8.69639759987082e-08,24,22.0056325814052,1820.20833333333,547.542496977799,0.30081309207891,2290.7,2332.5,1961.2,1617.9,1277.7,1179.4,1244,1498.4,1784.1,2013.6,2371.2,2219.9
"Adck3",3.0611169155037e-10,8.75619390114934e-08,24,23.2358250746176,3503.5875,1358.49960380443,0.387745305006491,4453.4,4861.5,4920.5,3614.5,2710.8,1848.8,2231,2338.7,3258.3,3806.6,4537.8,4608.8
"Vac14",3.07831093948607e-10,8.75619390114934e-08,24,16.6254891838399,835.245833333333,175.168990211,0.209721477462424,786.6,741.7,689.8,646.2,703.3,689.7,942,1007.8,1055.6,1029.4,942.4,856.6
"Ypel2",3.35592220679359e-10,9.44277718904402e-08,24,22.0219671030831,392.033333333333,218.703667033327,0.557870080010187,497.9,586.2,476.7,291.4,161.1,160,217.2,199.4,408,463.1,605.5,544.1
"Spon2",3.44545614261449e-10,9.57083114115631e-08,24,0.12291303187095,162.333333333333,67.9048948437405,0.418305307045629,283.4,212.3,233.3,165.2,134.6,103.5,99.8,92.8,111.6,135,205.8,202.3
"Gm4952",3.91663701471145e-10,1.07953446275256e-07,24,3.14628160700935,2451.21666666667,913.784774847396,0.372788251350307,3098.4,3204.5,3396.6,2836.7,3029.1,2196,1738.3,1218.5,1639.2,1769.8,2329.1,2889.3
"Fam45a",4.0825787195331e-10,1.11661668424399e-07,24,22.5186516232759,1506.64583333333,248.61731509193,0.165013774034661,1689.3,1602.4,1583,1438.4,1263.8,1213.8,1295.9,1324,1555,1766.5,1742.6,1762.5
"Gga2",4.18297507742693e-10,1.13534245689307e-07,24,20.4713199353055,369.8,97.9708256887184,0.264929220358892,402.1,337.8,330.4,286.5,293.3,262.3,328.9,367.4,426.1,468.2,483.8,457.6
"P2ry4",4.28143187569674e-10,1.15326205888086e-07,24,22.4894707228261,616.6125,164.682701378196,0.267076488683243,692.3,715.2,785.4,550.6,541.8,389.1,539.8,474,650.9,661.9,801.3,806.6
"Efhd2",4.7795056801192e-10,1.27774514257382e-07,24,12.7322551955577,847.25,226.675943650097,0.267543161581702,612.2,574,602.3,767.6,933.3,1058.7,1128.1,1036.4,971.7,778.9,768.2,717.4
"Ap2a2",4.8561366039479e-10,1.28854323201471e-07,24,22.0589769134748,1780.02916666667,274.682588092451,0.154313532180391,1987.8,1811.4,1764.2,1686,1598.3,1354.8,1513.2,1596.8,1877.5,1901.5,2044.7,2026.2
"St3gal1",5.25487098279598e-10,1.34557357189813e-07,24,22.5677824302483,1954.925,473.98710370656,0.242457947853017,2452.1,2331.2,1992.5,1939.3,1715.7,1343.9,1548.6,1782.5,1587.1,2038.8,2192.4,2604.5
"Gabarapl1",5.26092391872623e-10,1.34557357189813e-07,24,4.7653047611708,4615.39583333333,1154.04661425011,0.250042825344545,4981.6,5220.6,5917.1,5687.9,5526.3,5121.6,4476.9,3469.2,3380.2,3772.2,4045.2,3987.8
"Acnat2",5.2797000105187e-10,1.34557357189813e-07,24,21.3540938747831,376.4125,231.722407108855,0.615607630216464,550.9,382.2,207.9,263.6,173.6,182.7,202.2,276.4,441,576.7,734.7,678.9
"Cdkn1a",5.29041144226028e-10,1.34557357189813e-07,24,22.021605405738,162.725,146.723255006079,0.901663880817816,198.5,234.9,86,80.6,63.6,61.2,70.3,84.5,105,118.9,332.7,395.9
"Slc45a3",5.29812971272747e-10,1.34557357189813e-07,24,21.2669381253987,509.8625,266.515806001974,0.522720941434159,580.5,647.9,419.1,336,192.4,206.7,375.4,509.5,661.7,597.5,732.3,743.2
"Mif4gd",5.39414957145823e-10,1.36024384512602e-07,24,21.399846581154,531.483333333334,109.055742795938,0.205191274977463,601.5,549.4,511.8,474.1,401.5,368.9,469,491.5,599.1,570.6,650.3,623.8
"Nr1d2",5.61824364808672e-10,1.3969389591005e-07,24,9.26941787726875,1168.1125,814.746089763772,0.697489402573615,368.9,941.4,1582.4,1698.5,1951,1856.8,1596.8,1127,1017.8,825.2,524.6,355.9
"1300002K09Rik",5.82552561745331e-10,1.43841936704285e-07,24,23.1402262511229,1819.65416666667,503.149299842486,0.276508200876533,2336.3,2366.6,2412.3,1982.1,1596.5,1127.9,1443.2,1418.3,1664.2,1833.4,2049.3,2277.9
"Asap2",5.90956950041743e-10,1.44910795280581e-07,24,22.6973234834959,302.241666666667,144.600075908906,0.478425352479217,425,446.3,485.1,267.3,177.1,147.6,172.4,180.5,230.1,304,416.4,434.7
"Ubxn1",6.34611696526122e-10,1.54549681381389e-07,24,3.0506422579399,1448.65,289.60700588207,0.199915097423167,1802.4,1695.1,1863.9,1590.1,1455.4,1255.4,1289,1110.4,1156.7,1192.2,1527.5,1582.2
"Cgn",6.39169384086813e-10,1.54600725310141e-07,24,21.3300710445367,365.9,110.508484699205,0.302018269197061,482.1,397.2,367.1,237.4,248.2,245.5,293.9,356,427.7,417.4,464.8,433.5
"Fgf1",6.48477826992178e-10,1.55556148463417e-07,24,17.9207632579855,1423.2,306.230574287079,0.215170442866132,1457,1189.6,1211.9,1081.9,1099.6,1208.6,1344.5,1529.8,1730.9,1603.7,1553.3,1665.7
"Aqp8",6.51869336287803e-10,1.55556148463417e-07,24,22.60528144399,2796.5,1639.48072637669,0.586261657921219,3730.6,4136.5,4135.9,2187.7,1865,938.6,1180,1123.9,2469.6,3190.3,4317.2,4234.8
"Trim2",6.79742373499437e-10,1.60059071736066e-07,24,21.9226883874251,300.054166666667,100.265355174087,0.334157516584239,430,320.6,349.4,242.8,231.9,168.4,214,242.6,315.8,353.8,457.3,344.1
"Cldn1",6.85556278412491e-10,1.60366046284438e-07,24,22.597477701798,2869.08333333333,1421.45909263755,0.4954401554402,3984.5,3575.1,4113.9,2754.9,1792.4,1080,1197.9,1715.3,3261.4,3179.1,3829.1,3835.2
"Cpt1a",7.02871205682243e-10,1.63341755485215e-07,24,9.96865458582725,4218.7125,848.376658390172,0.201098476938206,3430.9,3845.3,3929.1,4491.8,4996.1,5087.7,5070.4,4463.3,4133.3,3565.5,3376,3550.2
"Wrap73",7.1549033364704e-10,1.6415262792928e-07,24,22.5089156892818,431.683333333334,72.0280692163198,0.166853949769476,509.2,478.9,465.4,444.5,364.9,325.5,352.3,388.5,444.7,449.9,463.7,512.1
"Prkar2a",7.15593917455237e-10,1.6415262792928e-07,24,20.7200227096936,1860.12083333333,328.240501500127,0.176461924203021,1960.7,1806.3,1729.9,1540.3,1603.6,1415.8,1660,1796,2036.7,2315.9,2268.3,2123.7
"Josd2",7.4060713117774e-10,1.68801456129203e-07,24,21.897388909591,445.75,84.7760639386677,0.19018746817424,516.2,460.2,454.3,417,416.7,311.3,392.4,429.6,476.3,482.1,553.2,521.6
"Hspa4l",7.46802064632845e-10,1.68847826227055e-07,24,19.4134929906046,518.275,227.649871265948,0.439245325871299,594,382.2,393.7,325,350.4,269.3,400.8,576.9,721.9,836.3,748,621.4
"Dctpp1",7.50308148944612e-10,1.68847826227055e-07,24,13.0901828296649,592.041666666667,94.7648427001662,0.160064482004644,515.8,473.1,533.2,577.8,634.9,646.3,732,679.6,614.8,615,605.5,514.1
"Car14",7.55605356062006e-10,1.68970465661262e-07,24,22.5771416659024,956.629166666667,342.410988098181,0.357934924032578,1192.7,1268.3,1139.7,989,768,465.7,610.1,655.2,897.8,1145.1,1294.7,1313.8
"Slc16a1",7.95984611556833e-10,1.76887680303217e-07,24,22.0136600047147,1391.5375,288.267890320689,0.207157831047089,1749.1,1537.5,1362.1,1214.8,1258.9,983.4,1096.9,1217.4,1388.6,1650.2,1581.5,1595.2
"Bmp1",8.54342929734742e-10,1.88677125525767e-07,24,21.3383944056402,2523.73333333333,302.780640533948,0.119973309594495,2427,2711.7,2482.3,2306.8,2214.1,2194.7,2408.4,2472.2,2495.1,2714.2,2718.3,2762.7
"Mrap",8.84443740467589e-10,1.92531566949479e-07,24,21.2540138576713,1287.57916666667,412.14450731468,0.320092556624425,1334.2,1405.3,1125.7,1064.3,964.6,837.9,1039,1280.9,1415.4,1806,1746.4,1792.2
"Zbtb21",8.86117512699514e-10,1.92531566949479e-07,24,20.7171744389527,258.7625,74.7619199844167,0.288920998925334,323.7,243.9,212.2,194.6,183.9,200.7,228.8,215.3,315.6,320.1,332.9,328
"Tef",8.88040752045072e-10,1.92531566949479e-07,24,11.3324672474676,733.266666666667,370.174328704037,0.504829069057237,315.5,331.4,491.2,708,1151.2,972.2,1145,878.5,831.8,685.2,570.8,451.7
"Hspbp1",9.08526032183943e-10,1.95779100608074e-07,24,21.9618367099857,443.579166666667,46.7046586219776,0.105290469281833,483.8,451,456.9,437.1,389.2,364.8,422.2,438.9,442.3,445.4,488.1,490.6
"Acsl4",9.18962128615419e-10,1.95950351579631e-07,24,17.1784688844754,2064.7625,384.215574868724,0.186082212781724,2008.6,1762.5,1959,1666,1860.6,1746.7,2376.3,2270,2343.4,2575.1,2448.7,2071.7
"Gde1",9.2585383804078e-10,1.95950351579631e-07,24,15.4307092576693,1624.8875,455.116849224473,0.280091298151086,1381.4,1234.8,958,1346.3,1604.8,1450.3,1992,2076.4,2044.3,1932.3,1666.1,1563.1
"Sco2||Tymp",9.36442146048932e-10,1.97018561804236e-07,24,0.0709129336188988,963.433333333333,496.192041239004,0.51502478072069,1351.8,1518.9,1357.6,1087.8,748,481.8,509.2,460.4,797.3,867.2,1286.3,1306.3
"Lasp1",9.45026612519939e-10,1.97655095498582e-07,24,22.5092669190294,1688.225,492.958369589844,0.291998027271154,2121.8,1754.9,1886.4,1669.3,1247.5,1153,1198.4,1478.4,1802.6,1796.6,2042.7,2271.3
"Slc44a1",9.52785073060625e-10,1.9811243308622e-07,24,22.6297848775539,1506.31666666667,294.571550371106,0.19555751913903,1763.7,1822.4,1649.8,1523.4,1286.4,1053.8,1315.8,1223,1449.3,1649.4,1695.1,1806.4
"Cbs",9.78181979860437e-10,2.02210688813475e-07,24,2.3619186778597,5199.72083333333,878.312405507297,0.168915300197808,6048.2,6383.3,5929.1,6319.5,5055.3,4824.9,4756.2,4239.8,4148,4502.4,5473.3,5703.3
"Sigmar1",1.0155873919615e-09,2.08729626061175e-07,24,22.6025746752368,5960.22916666667,1049.1106577153,0.176018510090615,6580.1,6999.7,7265.7,5801,5508.3,4798.2,4837,4995.8,5588.7,6433,6814.9,6733.7
"Pter",1.05036879194387e-09,2.14637429691702e-07,24,22.5968857432413,1414.80833333333,228.801468994278,0.161719056640848,1692.4,1469.7,1510.1,1310.8,1381.7,1104.9,1254.9,1185,1337.3,1531.3,1593.2,1615.5
"Slc22a15",1.11663711610532e-09,2.2558607556955e-07,24,22.4999933154346,216.341666666667,53.7204982991981,0.248313231227756,243.4,285,249.2,201.4,160.6,146.8,176.3,177,232.2,255.6,250,255.7
"Gm14719||Ppdpf",1.15578613346656e-09,2.32175885658402e-07,24,22.5869208162569,1827.7875,263.454609707695,0.144138533449701,2104.4,1963.6,2100.5,1723,1593.2,1518,1669.8,1561.6,1831.7,1794.3,2006,2018.4
"Hspa2",1.22716470318807e-09,2.45129596553679e-07,24,14.3070719983425,104.9375,19.9221964971851,0.189848209621775,90.1,83.9,85.8,96.4,100,107.9,126.1,129.9,123.5,107.7,90.5,94.3
"Dbp",1.24287935499012e-09,2.46881666737591e-07,24,9.90394142984,675.958333333334,728.280680087905,1.07740469223385,88.5,167.4,565.5,904.8,1662.4,1558.1,1284,542.8,374.8,232.9,171.8,141
"Tcp1",1.26744259532074e-09,2.50362160662358e-07,24,15.9348554875875,2203.25,259.613846764575,0.1178322236535,2056.2,1843.1,1892.4,1950.2,2305.9,1958,2341,2416.3,2588.7,2476.2,2142.2,2066.1
"Ak4",1.30115540564191e-09,2.55227473199904e-07,24,14.4196492840922,510.891666666667,120.649576866265,0.236154912554061,393.6,294.6,368.5,486.6,591.8,497.1,651.8,667.8,655.9,508.6,508.5,479.6
"Acat3",1.30642929807578e-09,2.55227473199904e-07,24,0.234940129318599,2709.11666666667,328.818923400812,0.121374958652259,3044.9,3183.7,3130.5,2810.6,2497.9,2236.3,2363.3,2491.7,2637.2,2599.8,2931.4,2883.5
"Pcp4l1",1.31474553466404e-09,2.55448591423577e-07,24,17.1481153328196,336.220833333333,139.62144010452,0.415267069325527,363.1,191.1,202.5,178.8,286.6,244.4,369.3,363.1,547.2,388.8,391.5,303.5
"Litaf",1.33702859894669e-09,2.58366243826894e-07,24,22.6328720990165,1207.88333333333,282.205670427637,0.233636529820185,1331.2,1338.8,1315.8,1262.4,984.4,835.9,991.7,941.1,1054,1355.9,1334.9,1635.1
"Zc4h2",1.35184752281248e-09,2.59817786600651e-07,24,21.9933567336908,143.925,35.1934282822914,0.244526164893461,178,157,155.8,130,112.4,103,123.7,120.5,153.1,150.5,171.5,178.5
"Kdm4a",1.37029165792057e-09,2.61946721446365e-07,24,22.455978741976,506.820833333334,56.3648031358213,0.111212482654103,558.8,559.3,534.8,490.7,469.6,391.8,502.4,461.8,520.3,536.3,553.3,543.7
"Cox18",1.3843863833074e-09,2.63225894357636e-07,24,22.5244269379906,1232.90416666667,199.355004069505,0.161695458138073,1385,1220.5,1273.3,1174.6,1116.1,995.5,1049.2,1176.3,1191.2,1412.1,1354.6,1404.4
"Slco2a1",1.4221811506232e-09,2.6897379250829e-07,24,22.5244517975789,2106.2375,359.523109106474,0.170694477287805,2470,2236,2128.7,2289.1,1772.4,1684,1752.2,1832.5,1999.9,2360.8,2462.3,2607.4
"Elovl5",1.48717371750706e-09,2.79777506347519e-07,24,2.4527381014335,5848.27916666667,1172.75417015971,0.20052978606836,6901.5,7640.2,7652.3,6133.9,5718.8,4949.6,4471.6,4291.9,4806.6,5591,5868.1,6171.4
"Bscl2",1.50182200009397e-09,2.81046226501795e-07,24,22.4940337565592,2038.725,234.259984382773,0.114905141391199,2266.6,2155.3,2143.3,2039.1,1780.6,1753.1,1909.2,1865.8,2035.8,2162.5,2238.1,2305.4
"Adra1b",1.52039691947436e-09,2.83032632821102e-07,24,21.9605761404236,1351.5875,354.36010733842,0.262180663359508,1545,1551.3,1554,1188.3,977.8,960.1,1021.3,1114.6,1447.9,1426.8,1738.7,1623.4
"Gm11437",1.52942658537825e-09,2.83230685779734e-07,24,21.266494658446,638.370833333334,284.01690621831,0.444908964175697,735.7,725.5,843.9,422.6,392,255.5,471.4,547.2,818.8,832.6,956.6,852
"Vps52",1.54600932056326e-09,2.84818173067084e-07,24,23.2710793460063,237.7875,35.7807403588596,0.150473596630856,278.7,269.2,277.2,222.5,232.9,166.5,218.4,213.8,234,242.5,248.2,266.6
"Abtb2",1.68647673604028e-09,3.09094674364165e-07,24,21.3793976942087,381.575,198.762964964718,0.520901434749966,482.2,473.4,431,212.1,175.6,158.9,225,296,471.9,504.8,597.4,509.5
"Nhlrc2",1.75893599685395e-09,3.19172475653133e-07,24,12.7718536131947,614.220833333333,138.57075252366,0.225604123148422,504,436.2,488.4,539.2,708.7,627.1,863.2,706.5,702.7,641.5,582.1,460.5
"Lrig2",1.7594162793344e-09,3.19172475653133e-07,24,22.6207557511337,231.7125,49.4696750568112,0.213495927309969,283.3,263.3,263.5,196.5,216.2,141.7,201,185.3,226.7,251.6,254.1,266.4
"Abcg5",1.86374760069441e-09,3.36382790306043e-07,24,9.944142485307,2778.225,1116.858156942,0.402004213820695,1981.2,2325.4,3001.5,3263.9,3956.2,3432.1,4212.6,3125.3,3022.8,1841.9,2018.7,1836.8
"Nek4",1.87650739391643e-09,3.36975236859053e-07,24,22.0713572799387,310.579166666667,69.0914315986299,0.222459968387974,405.4,319.7,332.7,284.5,268.7,195,254.3,254.2,317.2,338.6,340.9,393.5
"Col27a1",1.99078120655116e-09,3.55699580804689e-07,24,15.7658474019525,447.354166666667,92.0509328857179,0.20576746511966,377.5,397,340.6,431.7,403.9,440.9,542.2,623.1,577.9,489.4,455.9,411.5
"Mocos",2.06228345511761e-09,3.66632752650808e-07,24,23.1740035301315,780.841666666667,166.369512094895,0.213064337108327,928.3,944.8,992,826.9,720.4,484.3,674.6,610.6,722.2,795,904.5,934.5
"Mapk15",2.2035523405961e-09,3.87868846644728e-07,24,22.6558892980919,198.866666666667,53.7733250474616,0.270398885588979,245.6,229.7,217.3,180.5,151.8,146.3,128.2,135.3,219.8,217.2,240,255.4
"Cluh",2.24255181091593e-09,3.92789025561215e-07,24,0.00912656440715055,2332.34583333333,288.218447741663,0.123574490378962,2882.3,2564.2,2676.2,2315.1,2120.1,2111.3,2076.7,1968,2206.7,2139.5,2340.6,2498.7
"Slc12a2",2.26910723544194e-09,3.95492043447909e-07,24,16.5975776492728,310.079166666667,50.6876674275444,0.163466859036142,284.8,278.8,253.5,251.5,272.3,322.4,318.4,336.2,385.1,380.2,330.6,276.8
"Ppa1",2.29807384233283e-09,3.98586895307249e-07,24,21.8639962788474,2849.16666666667,367.964550338831,0.129148131151388,3151.4,2774.8,2889.7,2697.6,2554.1,2281.1,2625.5,2805.2,2921.9,3229.5,3263.2,3230.4
"Atp1a1",2.36364217087726e-09,4.07969228289863e-07,24,14.5317802079243,4077.77083333334,497.042921662523,0.121890842319901,3432.8,3397.8,3541.1,3964.4,4350.9,4044.1,4629.3,4659.6,4705.3,4282.6,4111.6,3851.2
"Bnip3",2.38660025075887e-09,4.09941828579626e-07,24,12.6671643483661,1815.80833333333,356.8294169192,0.196512710272762,1466.2,1289.7,1385.9,1625.3,2008.2,2170.6,2168.2,2048.5,2017.5,1853.4,1559.7,1593
"Map2k3",2.45452691505221e-09,4.19582495151906e-07,24,14.3252525635371,1489.1375,284.77988293538,0.191238138140622,1346.2,1199.8,1282.6,1288.6,1518.9,1520.1,2097.1,1877.4,1703.9,1547.1,1464.1,1295.8
"Nhej1",2.49832032839237e-09,4.25025251657029e-07,24,21.9816482926019,233.125,42.1682057939568,0.180882384102764,276.8,249.2,224.8,225.1,198.6,163.9,203.4,191,249,271.2,284,255.9
"Gatc",2.53441878594884e-09,4.29113306443796e-07,24,21.2878173913953,1132.325,143.845870504637,0.12703585146017,1209.5,1190.8,1125.6,1003.8,1028,944.1,1008.4,1102.3,1208.2,1267.9,1261.2,1287.1
"Per3",2.58512955486623e-09,4.35364687312155e-07,24,11.4289011736902,370.504166666667,251.425146621099,0.678602750633301,108.1,117.2,172.8,295.6,659.2,566.9,702.5,456.1,514.8,347.1,262.9,167.4
"Steap3",2.60728272305499e-09,4.35364687312155e-07,24,22.6488284261882,606.529166666667,152.668848123396,0.251708996885386,705,712.9,754.5,643.3,504.1,399.7,497.3,437.4,601.4,665.4,742.3,714.1
"Lsr",2.60807397900464e-09,4.35364687312155e-07,24,21.2236700409868,1773.87916666667,329.036344901217,0.185489717160113,1893.8,1754.3,1758.4,1639.4,1435.8,1342.8,1553.8,1850.4,1924.9,1995.7,2022.2,2102.6
"Ciart",2.63355037777302e-09,4.3756316463597e-07,24,10.6295675601501,480.895833333333,489.026833658365,1.01690802822863,102.4,115.7,116.1,482.2,1148.5,864.1,1011.1,670.6,427.4,232.9,213.5,145.4
"Mapre2",2.7598052732003e-09,4.5396482501236e-07,24,16.0706067195253,462.891666666667,121.041600444222,0.26149012643899,441,298.6,366,337.7,383.9,417.8,490.9,535.2,664.4,575,518.2,448.6
"Gda",2.75989486819839e-09,4.5396482501236e-07,24,17.6204934894663,461.725,132.659234488828,0.287312219370464,425.8,400.3,348.7,332.3,418.1,317.9,455.5,525.2,583.5,635.6,609.1,575.7
"Ablim3",2.77056944053555e-09,4.5396482501236e-07,24,21.7526364972836,484.791666666667,142.828169670908,0.29461762544923,540.6,511,431.1,418.6,355.1,305.7,434.6,495.8,493.6,594.4,589.9,593.2
"Hspb1",2.79916723133766e-09,4.56546743474504e-07,24,20.5949853233165,682.716666666667,408.704675616838,0.598644643629868,963.6,562.7,448.2,369.5,274.1,333.9,340.9,609.6,865.5,1004.9,1012.4,870.9
"Lcmt2",2.81522016809532e-09,4.57068348387202e-07,24,22.5891786455268,450.779166666667,93.3809379668483,0.207154511281795,547.7,494.2,503.5,383.6,396.1,296.8,407.2,375.8,407.6,482.3,499,541.8
"Gmeb1",2.84788792548341e-09,4.58691898991407e-07,24,22.6925344254905,119.058333333333,21.9129062529578,0.184051847858538,141.3,127.8,127.3,106.1,102.6,92.1,104,97.4,109.2,135.9,139.2,126.1
"Tspan14",2.91827328968708e-09,4.67396959856368e-07,24,22.5102607889297,978.433333333334,249.344495129035,0.25484055646343,1118.1,1117.3,1009.8,918.9,674.8,779.5,772.2,782.7,1068.5,1117.2,1092.4,1238.8
"Slc18b1",2.94516844245862e-09,4.69589278654972e-07,24,21.8367083439729,255.25,75.9489627212605,0.297547356400629,338.7,273.9,248.5,204.4,166.4,159.3,215.6,230,295.8,337,332.1,273.7
"Caln1",2.96132929289428e-09,4.70058144366736e-07,24,16.6946181483206,224.766666666667,86.8397176384553,0.38635496502353,212.9,159.5,129.8,139,159.4,165.1,217.4,244.6,364.7,293.6,260.7,221
"Tmem67",3.12835046756277e-09,4.92175350551601e-07,24,22.417302323705,128.745833333333,31.5600039596943,0.245134177492043,154.2,126.9,135.2,104.7,110,108.1,108.6,101.7,134.3,167.5,145.7,170.9
"Tst",3.14325043770936e-09,4.92341024507462e-07,24,21.964374163151,2985.73333333333,834.117195535127,0.279367613384247,3321.9,3546.8,3132.5,2770.4,2079.7,2162.4,2105,2783.3,3347.1,3218.5,3550,3729.3
"Wdr91",3.2653919568304e-09,5.09229282530972e-07,24,22.4803729544475,384.8,83.1921481820015,0.216195811283788,523.9,438.7,422.5,370.3,312.3,249.4,337.7,334.4,415,372.8,487,433.4
"Aasdh",3.32843974604202e-09,5.16794775590699e-07,24,22.567015860421,230.433333333333,42.9488655539747,0.186383041605561,271.6,252.9,271,210.5,201.3,172,194.6,187.1,223.4,262.1,253.2,261.1
"Leprotl1",3.44552908426721e-09,5.32648835305238e-07,24,23.0742058981088,664.454166666667,170.352934270761,0.256380263405317,840.1,818.1,751.7,658.6,511.5,356.2,618.3,562.7,650,736.7,733.7,784.1
"Slc4a4",3.6415352955288e-09,5.5812818859683e-07,24,3.90244121786605,1851.39583333333,522.273878049767,0.282097360621927,1904,2387.8,2128.3,2355.1,2089,1775.3,1781.5,1209.8,1333.7,1440.3,1663.6,1907.4
"Adck5",3.64174090883296e-09,5.5812818859683e-07,24,0.375040030238998,533.291666666667,177.419133444515,0.332686866369901,787.8,677.9,685.7,590,440.7,346.1,421.1,275.8,426.8,457.1,623.1,626.6
"Tsr2",3.69956676404826e-09,5.60816604837691e-07,24,22.4958908014264,420.233333333333,63.44076592321,0.150965572911581,470.3,450.1,445.8,409.5,384.9,316.3,376.2,384.5,464.8,440.3,468.1,504.3
"Glo1",3.70595965026865e-09,5.60816604837691e-07,24,0.461353427767949,4231.55416666667,546.230644584879,0.129085112247343,4922.5,4724,4748.3,4376,4186.4,3318,3766.2,3610.3,3996.4,4146.8,4630.3,4594.2
"Slc2a2",3.70660091508768e-09,5.60816604837691e-07,24,10.6834237202559,4050.59166666667,851.477304205004,0.21021059990125,3219.6,3349.6,4119,4108.8,4880.1,4293.3,4967.4,5004.4,4758.2,3915.8,3379.7,3171.4
"Clic4",3.88972487552763e-09,5.86029905399409e-07,24,21.8735855481871,1643.77916666667,240.705524924759,0.14643422292112,1857.3,1621.6,1611.1,1619.2,1495.3,1210.2,1529.9,1595.5,1826.5,1716.7,1787.2,2026
"Repin1",3.94298416139804e-09,5.9154744659354e-07,24,22.07866097838,1920.72916666667,356.632429656525,0.185675542312633,2085.2,2125.1,2149.9,1636.6,1526.9,1462.2,1656.3,1604.9,1960.3,2012.7,2152.3,2204.1
"Banf1",4.17832202170842e-09,6.23168319864244e-07,24,21.9951870282818,164.6375,20.4668765208622,0.124314791714295,184.7,163.5,169.8,156.3,152.9,125.7,152.6,156.8,166.9,163.2,180.8,177.2
"Tfrc",4.18880718999759e-09,6.23168319864244e-07,24,16.6302371185164,511.466666666667,207.514521864748,0.405724430131806,466.5,400,285.1,308.8,382.2,391.4,569.8,650.6,840,612.7,612.4,511.3
"Pdlim1",4.25126545078314e-09,6.29824976533522e-07,24,21.9304742100246,899.166666666667,203.432252213627,0.226245322202366,1018.2,963.6,962.8,788,668.8,553.5,751.2,887.1,1011.2,1021.6,987.8,1042.6
"NaN_7621",4.45652215130821e-09,6.57494197559812e-07,24,20.1238658292379,1376.15416666667,640.566865628895,0.465476093554607,1631.1,1084.4,973.6,735.5,873.6,686.8,995.8,1231.3,1751.5,2073.7,1973.6,1692.7
"Tmx2",4.64289129364914e-09,6.82159681144582e-07,24,21.2872271485942,2601.10416666667,392.934862751036,0.151064639312229,2669.9,2639.8,2634.5,2332.9,2424.2,2013.2,2434,2564.4,2689.4,3185.9,3000.5,2996.5
"Pgd",4.74760974977784e-09,6.94674947584777e-07,24,21.7536778082516,1114.30416666667,230.935976558839,0.207246803401679,1161.1,1203.3,1226.2,965.1,930.2,795.1,1097.7,1093.8,1166.4,1286.5,1440.3,1333.6
"NaN_4514",5.49512912950689e-09,7.94247200523362e-07,24,21.985728887354,1621.45416666667,405.320495181611,0.249973451926092,1718.3,1894.1,1683.5,1373.3,1261.2,1245,1305.7,1385.6,1691.4,1948.1,1673.5,2018.2
"Abcg8",5.60499846535834e-09,8.02910364205545e-07,24,7.5934395021397,1193.19583333333,534.474286788843,0.447935093182253,970.2,1166.4,1660.9,1676.4,1773.4,1563.6,1598.5,1070.7,1051.1,678.5,887.4,886.6
"Asl",5.62932189751564e-09,8.02910364205545e-07,24,15.9544562365427,4558.74583333333,655.476154845896,0.143784316741917,4108.2,4139.6,3964.7,4365.1,4260.1,4344.2,5038.5,5355.8,5171.6,5201,4837,4741
"Fmo2",5.63445712309374e-09,8.02910364205545e-07,24,15.2002714240598,520.845833333333,204.404819185846,0.392447834088807,406,297.5,322.8,315.3,502.1,488.1,811.6,694.8,761.4,526.4,467.6,375.9
